,model,subcomponent,errors
2022-09-01,SARIMAX,DOAC,-63.57120118318289
2020-10-01,SARIMAX,DOAD,-2.0609019521796483
2020-11-01,SARIMAX,DOAD,4.906875695339352
2020-12-01,SARIMAX,DOAD,9.586311260511735
2021-01-01,SARIMAX,DOAD,7.872849617773568
2021-02-01,SARIMAX,DOAD,8.09029816920588
2021-03-01,SARIMAX,DOAD,6.950750897405783
2021-04-01,SARIMAX,DOAD,6.891601130130027
2021-05-01,SARIMAX,DOAD,4.536636930491596
2021-06-01,SARIMAX,DOAD,6.585940474116711
2021-07-01,SARIMAX,DOAD,3.012501136474242
2021-08-01,SARIMAX,DOAD,2.199520236305176
2021-09-01,SARIMAX,DOAD,-2.4676310731779267
2021-10-01,SARIMAX,DOAD,-5.209430949727988
2021-11-01,SARIMAX,DOAD,-5.916826236665457
2021-12-01,SARIMAX,DOAD,-4.557637511761527
2022-01-01,SARIMAX,DOAD,-4.6160863231306735
2022-02-01,SARIMAX,DOAD,-8.10363547427346
2022-03-01,SARIMAX,DOAD,-9.49250946498546
2022-04-01,SARIMAX,DOAD,-12.4036554280992
2022-05-01,SARIMAX,DOAD,-16.47290973483328
2022-06-01,SARIMAX,DOAD,-13.050599131334252
2022-07-01,SARIMAX,DOAD,-19.350772995274525
2022-08-01,SARIMAX,DOAD,-23.026300935199004
2022-09-01,SARIMAX,DOAD,-28.47624723559136
2020-10-01,SARIMAX,DOAE,-0.550862200687618
2020-11-01,SARIMAX,DOAE,4.599140047954791
2020-12-01,SARIMAX,DOAE,-15.048758672193856
2021-01-01,SARIMAX,DOAE,-3.9612349886454012
2021-02-01,SARIMAX,DOAE,-8.451909761566583
2021-03-01,SARIMAX,DOAE,1.5076141220239379
2021-04-01,SARIMAX,DOAE,-12.643524874512366
2021-05-01,SARIMAX,DOAE,-13.484123345941839
2021-06-01,SARIMAX,DOAE,-19.108075364683828
2021-07-01,SARIMAX,DOAE,-18.123764777558506
2021-08-01,SARIMAX,DOAE,-19.308196612474717
2021-09-01,SARIMAX,DOAE,-14.210231951881553
2021-10-01,SARIMAX,DOAE,-27.624779941885834
2021-11-01,SARIMAX,DOAE,-20.755497131602112
2021-12-01,SARIMAX,DOAE,-43.78194182164407
2022-01-01,SARIMAX,DOAE,-47.52415820239236
2022-02-01,SARIMAX,DOAE,-54.956494626187805
2022-03-01,SARIMAX,DOAE,-54.449740335903584
2022-04-01,SARIMAX,DOAE,-64.84563809785845
2022-05-01,SARIMAX,DOAE,-60.06493871703441
2022-06-01,SARIMAX,DOAE,-71.388581722558
2022-07-01,SARIMAX,DOAE,-79.52742306844954
2022-08-01,SARIMAX,DOAE,-86.01463602072164
2022-09-01,SARIMAX,DOAE,-77.45432286102681
2020-10-01,SARIMAX,DOAF,3.199625128557841
2020-11-01,SARIMAX,DOAF,-0.010529599373398923
2020-12-01,SARIMAX,DOAF,-28.420832016966756
2021-01-01,SARIMAX,DOAF,-0.5684572257410991
2021-02-01,SARIMAX,DOAF,-7.719182483486122
2021-03-01,SARIMAX,DOAF,1.998601634527688
2021-04-01,SARIMAX,DOAF,-10.473233216588255
2021-05-01,SARIMAX,DOAF,-11.35971963980711
2021-06-01,SARIMAX,DOAF,-16.465844554022908
2021-07-01,SARIMAX,DOAF,-14.097932926450312
2021-08-01,SARIMAX,DOAF,-12.466381471559146
2021-09-01,SARIMAX,DOAF,-6.938483245694954
2021-10-01,SARIMAX,DOAF,-21.87564318982311
2021-11-01,SARIMAX,DOAF,-24.271354290280215
2021-12-01,SARIMAX,DOAF,-57.157873215244194
2022-01-01,SARIMAX,DOAF,-40.195828506282794
2022-02-01,SARIMAX,DOAF,-48.95603428705499
2022-03-01,SARIMAX,DOAF,-47.31202122519653
2022-04-01,SARIMAX,DOAF,-55.276971406674704
2022-05-01,SARIMAX,DOAF,-48.66607436429655
2022-06-01,SARIMAX,DOAF,-60.23887218942406
2022-07-01,SARIMAX,DOAF,-69.17246454975668
2022-08-01,SARIMAX,DOAF,-76.00711648816372
2022-09-01,SARIMAX,DOAF,-68.24285149558801
2020-10-01,SARIMAX,DOAG,4.740474116512331
2020-11-01,SARIMAX,DOAG,7.614653745698661
2020-12-01,SARIMAX,DOAG,5.3620448597763755
2021-01-01,SARIMAX,DOAG,5.570848013646554
2021-02-01,SARIMAX,DOAG,4.149155366449037
2021-03-01,SARIMAX,DOAG,4.868982883425076
2021-04-01,SARIMAX,DOAG,6.648439359527259
2021-05-01,SARIMAX,DOAG,9.975051835061151
2021-06-01,SARIMAX,DOAG,8.23351284232001
2021-07-01,SARIMAX,DOAG,7.224727558633248
2021-08-01,SARIMAX,DOAG,14.951389195011899
2021-09-01,SARIMAX,DOAG,1.249870062430631
2021-10-01,SARIMAX,DOAG,1.0975680985794156
2021-11-01,SARIMAX,DOAG,5.026967332638407
2021-12-01,SARIMAX,DOAG,5.024601775127508
2022-01-01,SARIMAX,DOAG,4.847046772445083
2022-02-01,SARIMAX,DOAG,10.85540711577832
2022-03-01,SARIMAX,DOAG,4.262098504998221
2022-04-01,SARIMAX,DOAG,6.387071951318035
2022-05-01,SARIMAX,DOAG,2.236624914739849
2022-06-01,SARIMAX,DOAG,-3.0867550996822217
2022-07-01,SARIMAX,DOAG,-13.062688275692125
2022-08-01,SARIMAX,DOAG,-17.138149382701613
2022-09-01,SARIMAX,DOAG,-24.310477599905454
2020-10-01,SARIMAX,DOAH,2.9905906198478363
2020-11-01,SARIMAX,DOAH,3.072774927703449
2020-12-01,SARIMAX,DOAH,7.296922084203516
2021-01-01,SARIMAX,DOAH,9.428133882416006
2021-02-01,SARIMAX,DOAH,9.810625501645745
2021-03-01,SARIMAX,DOAH,10.449262597744053
2021-04-01,SARIMAX,DOAH,8.174618532658798
2021-05-01,SARIMAX,DOAH,11.092399118020325
2021-06-01,SARIMAX,DOAH,10.04470367828688
2021-07-01,SARIMAX,DOAH,12.133726954594124
2021-08-01,SARIMAX,DOAH,10.353059677641426
2021-09-01,SARIMAX,DOAH,11.776860158226015
2021-10-01,SARIMAX,DOAH,10.087067926814143
2021-11-01,SARIMAX,DOAH,10.921119011413225
2021-12-01,SARIMAX,DOAH,10.631190551506961
2022-01-01,SARIMAX,DOAH,12.697495125985114
2022-02-01,SARIMAX,DOAH,11.233845466741059
2022-03-01,SARIMAX,DOAH,11.253369935216284
2022-04-01,SARIMAX,DOAH,8.65551073612528
2022-05-01,SARIMAX,DOAH,4.879437478725578
2022-06-01,SARIMAX,DOAH,-4.895198368530686
2022-07-01,SARIMAX,DOAH,-11.495409023007
2022-08-01,SARIMAX,DOAH,-10.595244815210265
2022-09-01,SARIMAX,DOAH,-16.870410474112845
2020-10-01,SARIMAX,DOAI,0.27282137257247996
2020-11-01,SARIMAX,DOAI,2.595494625394167
2020-12-01,SARIMAX,DOAI,1.518069493275064
2021-01-01,SARIMAX,DOAI,2.308234443136726
2021-02-01,SARIMAX,DOAI,1.6629641401319617
2021-03-01,SARIMAX,DOAI,1.8030588942089167
2021-04-01,SARIMAX,DOAI,2.130189015927499
2021-05-01,SARIMAX,DOAI,1.6616184525849036
2021-06-01,SARIMAX,DOAI,0.657472433078027
2021-07-01,SARIMAX,DOAI,0.0012730331047379195
2021-08-01,SARIMAX,DOAI,-0.7466603725568461
2021-09-01,SARIMAX,DOAI,-3.123538085764295
2021-10-01,SARIMAX,DOAI,-2.8679577130716325
2021-11-01,SARIMAX,DOAI,-4.0653599916612535
2021-12-01,SARIMAX,DOAI,-6.4983366955181765
2022-01-01,SARIMAX,DOAI,-6.671658714513285
2022-02-01,SARIMAX,DOAI,-8.997492961447662
2022-03-01,SARIMAX,DOAI,-9.422071945272648
2022-04-01,SARIMAX,DOAI,-12.496662583726163
2022-05-01,SARIMAX,DOAI,-16.121259992305667
2022-06-01,SARIMAX,DOAI,-18.871179743840955
2022-07-01,SARIMAX,DOAI,-21.0460499623358
2022-08-01,SARIMAX,DOAI,-23.521093161636784
2022-09-01,SARIMAX,DOAI,-25.545537316296745
2020-10-01,SARIMAX,DOAJ,-2.554654796726311
2020-11-01,SARIMAX,DOAJ,-2.221686976818461
2020-12-01,SARIMAX,DOAJ,3.7977913019599896
2021-01-01,SARIMAX,DOAJ,0.29194757734009613
2021-02-01,SARIMAX,DOAJ,1.64146123730211
2021-03-01,SARIMAX,DOAJ,0.5813503084368108
2021-04-01,SARIMAX,DOAJ,1.8209434207119557
2021-05-01,SARIMAX,DOAJ,6.050494955316395
2021-06-01,SARIMAX,DOAJ,2.6331153560289238
2021-07-01,SARIMAX,DOAJ,1.7743382814529127
2021-08-01,SARIMAX,DOAJ,2.7867866044853145
2021-09-01,SARIMAX,DOAJ,6.215098487106417
2021-10-01,SARIMAX,DOAJ,0.8198577203448849
2021-11-01,SARIMAX,DOAJ,1.948112086933918
2021-12-01,SARIMAX,DOAJ,-0.6293798491608982
2022-01-01,SARIMAX,DOAJ,-1.0318949704372073
2022-02-01,SARIMAX,DOAJ,-1.5106820164519092
2022-03-01,SARIMAX,DOAJ,-4.19369140176147
2022-04-01,SARIMAX,DOAJ,-7.933824004564514
2022-05-01,SARIMAX,DOAJ,-9.735429865507626
2022-06-01,SARIMAX,DOAJ,-14.728674832932029
2022-07-01,SARIMAX,DOAJ,-19.425275963892346
2022-08-01,SARIMAX,DOAJ,-18.534266049980715
2022-09-01,SARIMAX,DOAJ,-23.879369961816423
2020-10-01,SARIMAX,DOAK,5.870448101958402
2020-11-01,SARIMAX,DOAK,4.102608530517273
2020-12-01,SARIMAX,DOAK,9.061186263242519
2021-01-01,SARIMAX,DOAK,6.332790147268668
2021-02-01,SARIMAX,DOAK,5.631798673868445
2021-03-01,SARIMAX,DOAK,8.390570964576568
2021-04-01,SARIMAX,DOAK,6.016842985941651
2021-05-01,SARIMAX,DOAK,11.566042968357976
2021-06-01,SARIMAX,DOAK,10.486056030492307
2021-07-01,SARIMAX,DOAK,13.811908815304605
2021-08-01,SARIMAX,DOAK,9.645899894290153
2021-09-01,SARIMAX,DOAK,10.482440637769855
2021-10-01,SARIMAX,DOAK,6.070935438048139
2021-11-01,SARIMAX,DOAK,8.947486842433136
2021-12-01,SARIMAX,DOAK,5.804557407891878
2022-01-01,SARIMAX,DOAK,2.29733031556367
2022-02-01,SARIMAX,DOAK,-2.127561629400759
2022-03-01,SARIMAX,DOAK,-3.627255582621956
2022-04-01,SARIMAX,DOAK,-11.40548445429124
2022-05-01,SARIMAX,DOAK,-3.4249915267266715
2022-06-01,SARIMAX,DOAK,-13.666335416190634
2022-07-01,SARIMAX,DOAK,-20.61519905354146
2022-08-01,SARIMAX,DOAK,-27.529603900660106
2022-09-01,SARIMAX,DOAK,-25.821328579106194
2020-10-01,SARIMAX,DOAL,6.613435675295591
2020-11-01,SARIMAX,DOAL,2.7666015328319418
2020-12-01,SARIMAX,DOAL,10.522544761708389
2021-01-01,SARIMAX,DOAL,1.183446998418674
2021-02-01,SARIMAX,DOAL,6.029222685890147
2021-03-01,SARIMAX,DOAL,15.257968389515923
2021-04-01,SARIMAX,DOAL,2.998927124333079
2021-05-01,SARIMAX,DOAL,14.229304209208834
2021-06-01,SARIMAX,DOAL,10.37166307503287
2021-07-01,SARIMAX,DOAL,4.838129145115431
2021-08-01,SARIMAX,DOAL,7.87858923027261
2021-09-01,SARIMAX,DOAL,4.33788540797957
2021-10-01,SARIMAX,DOAL,2.6455829103508677
2021-11-01,SARIMAX,DOAL,3.9305666828659014
2021-12-01,SARIMAX,DOAL,-2.8295195534729487
2022-01-01,SARIMAX,DOAL,-1.7905166206242598
2022-02-01,SARIMAX,DOAL,-11.322374257067793
2022-03-01,SARIMAX,DOAL,-13.924936113192757
2022-04-01,SARIMAX,DOAL,-15.309383988979903
2022-05-01,SARIMAX,DOAL,-17.60349468740162
2022-06-01,SARIMAX,DOAL,-26.677082628851906
2022-07-01,SARIMAX,DOAL,-33.137782644439596
2022-08-01,SARIMAX,DOAL,-36.58524184014726
2022-09-01,SARIMAX,DOAL,-35.89218973013283
2020-10-01,SARIMAX,IBUR,6.752119681470276
2020-11-01,SARIMAX,IBUR,4.544982734565963
2020-12-01,SARIMAX,IBUR,10.127279200091323
2021-01-01,SARIMAX,IBUR,12.521932471284742
2021-02-01,SARIMAX,IBUR,5.691628446064783
2021-03-01,SARIMAX,IBUR,4.164195404092652
2021-04-01,SARIMAX,IBUR,11.089104724106619
2021-05-01,SARIMAX,IBUR,11.383417614665689
2021-06-01,SARIMAX,IBUR,12.130814903171938
2021-07-01,SARIMAX,IBUR,24.516722232431846
2021-08-01,SARIMAX,IBUR,13.937155856650577
2021-09-01,SARIMAX,IBUR,18.14122058591812
2021-10-01,SARIMAX,IBUR,12.751085322722929
2021-11-01,SARIMAX,IBUR,15.631798749911354
2021-12-01,SARIMAX,IBUR,17.432051201757872
2022-01-01,SARIMAX,IBUR,9.756580097313531
2022-02-01,SARIMAX,IBUR,9.980409056540736
2022-03-01,SARIMAX,IBUR,10.752769588621788
2022-04-01,SARIMAX,IBUR,-3.8383462201313137
2022-05-01,SARIMAX,IBUR,14.679906322782017
2022-06-01,SARIMAX,IBUR,2.892210335780078
2022-07-01,SARIMAX,IBUR,-3.8391956623751753
2022-08-01,SARIMAX,IBUR,-14.32567522706006
2022-09-01,SARIMAX,IBUR,-11.437690175316732
2020-10-01,SARIMAX,DOAM,4.440377517454294
2020-11-01,SARIMAX,DOAM,2.5071639669808405
2020-12-01,SARIMAX,DOAM,4.041809511479812
2021-01-01,SARIMAX,DOAM,-8.191729765922616
2021-02-01,SARIMAX,DOAM,-2.238904432151628
2021-03-01,SARIMAX,DOAM,-13.263491096957523
2021-04-01,SARIMAX,DOAM,2.8815380489574522
2021-05-01,SARIMAX,DOAM,-13.260130628268143
2021-06-01,SARIMAX,DOAM,-11.260103009550903
2021-07-01,SARIMAX,DOAM,-4.710383063216113
2021-08-01,SARIMAX,DOAM,-14.517903788895694
2021-09-01,SARIMAX,DOAM,-22.30594919373135
2021-10-01,SARIMAX,DOAM,-22.407863765416323
2021-11-01,SARIMAX,DOAM,-31.22971105129284
2021-12-01,SARIMAX,DOAM,-28.970511769945233
2022-01-01,SARIMAX,DOAM,-37.38275063396554
2022-02-01,SARIMAX,DOAM,-35.42915693642988
2022-03-01,SARIMAX,DOAM,-49.301909940862004
2022-04-01,SARIMAX,DOAM,-40.83088856234582
2022-05-01,SARIMAX,DOAM,-64.26944307508393
2022-06-01,SARIMAX,DOAM,-97.02625922438403
2022-07-01,SARIMAX,DOAM,-108.44801031157334
2022-08-01,SARIMAX,DOAM,-125.77884083784608
2022-09-01,SARIMAX,DOAM,-130.8133168870914
2020-10-01,SARIMAX,DOAN,5.552661147742924
2020-11-01,SARIMAX,DOAN,4.584482027750823
2020-12-01,SARIMAX,DOAN,11.796952316559782
2021-01-01,SARIMAX,DOAN,9.10953872362677
2021-02-01,SARIMAX,DOAN,-11.005655103783056
2021-03-01,SARIMAX,DOAN,5.006246636379387
2021-04-01,SARIMAX,DOAN,3.54487746835278
2021-05-01,SARIMAX,DOAN,7.0647319623329565
2021-06-01,SARIMAX,DOAN,-5.211881320769294
2021-07-01,SARIMAX,DOAN,0.5205677479260089
2021-08-01,SARIMAX,DOAN,-8.7674025347375
2021-09-01,SARIMAX,DOAN,-15.550543780644318
2021-10-01,SARIMAX,DOAN,-17.345868281581744
2021-11-01,SARIMAX,DOAN,-14.105178339450788
2021-12-01,SARIMAX,DOAN,-21.15628353003163
2022-01-01,SARIMAX,DOAN,-49.891957389787194
2022-02-01,SARIMAX,DOAN,-33.22881826614238
2022-03-01,SARIMAX,DOAN,-40.48782838857329
2022-04-01,SARIMAX,DOAN,-34.16831689779778
2022-05-01,SARIMAX,DOAN,-40.788086464482035
2022-06-01,SARIMAX,DOAN,-38.328208769443336
2022-07-01,SARIMAX,DOAN,-49.419219795800046
2022-08-01,SARIMAX,DOAN,-70.80322630571897
2022-09-01,SARIMAX,DOAN,-81.15828748885158
2020-10-01,SARIMAX,DOAO,1.4872077414079286
2020-11-01,SARIMAX,DOAO,0.30824543547547023
2020-12-01,SARIMAX,DOAO,-1.3788367246965265
2021-01-01,SARIMAX,DOAO,5.84680584042863
2021-02-01,SARIMAX,DOAO,-2.8642170301998817
2021-03-01,SARIMAX,DOAO,0.5660445308899682
2021-04-01,SARIMAX,DOAO,1.667961311650913
2021-05-01,SARIMAX,DOAO,-3.7091081802847157
2021-06-01,SARIMAX,DOAO,1.4639928559491295
2021-07-01,SARIMAX,DOAO,8.095001551801829
2021-08-01,SARIMAX,DOAO,-0.31026329215481496
2021-09-01,SARIMAX,DOAO,-1.3333000094591796
2021-10-01,SARIMAX,DOAO,-1.7586993599305742
2021-11-01,SARIMAX,DOAO,-3.0746852149740107
2021-12-01,SARIMAX,DOAO,-1.1338562568685973
2022-01-01,SARIMAX,DOAO,1.3774549040472266
2022-02-01,SARIMAX,DOAO,-7.149152358530529
2022-03-01,SARIMAX,DOAO,-9.326490071504054
2022-04-01,SARIMAX,DOAO,-16.037157804064748
2022-05-01,SARIMAX,DOAO,-16.674542399488303
2022-06-01,SARIMAX,DOAO,-27.66653570817556
2022-07-01,SARIMAX,DOAO,-34.631817169686
2022-08-01,SARIMAX,DOAO,-49.016727731165105
2022-09-01,SARIMAX,DOAO,-56.097856175841656
2020-10-01,SARIMAX,DOAP,3.2489495536467246
2020-11-01,SARIMAX,DOAP,7.170331272409243
2020-12-01,SARIMAX,DOAP,9.019500919965935
2021-01-01,SARIMAX,DOAP,9.77305665564191
2021-02-01,SARIMAX,DOAP,7.895893607347148
2021-03-01,SARIMAX,DOAP,8.5138873117821
2021-04-01,SARIMAX,DOAP,7.2248572753924805
2021-05-01,SARIMAX,DOAP,7.752442439115612
2021-06-01,SARIMAX,DOAP,4.8662827357763945
2021-07-01,SARIMAX,DOAP,5.647815681917166
2021-08-01,SARIMAX,DOAP,5.382671284115702
2021-09-01,SARIMAX,DOAP,2.572177881301286
2021-10-01,SARIMAX,DOAP,1.2396877978047485
2021-11-01,SARIMAX,DOAP,-0.05644261080212232
2021-12-01,SARIMAX,DOAP,-1.5390754548278665
2022-01-01,SARIMAX,DOAP,-2.4087871500663596
2022-02-01,SARIMAX,DOAP,-4.54436667707111
2022-03-01,SARIMAX,DOAP,-3.5500610497006733
2022-04-01,SARIMAX,DOAP,-1.8364492239039123
2022-05-01,SARIMAX,DOAP,-10.763540461014259
2022-06-01,SARIMAX,DOAP,-12.222948000824005
2022-07-01,SARIMAX,DOAP,-16.37144347756731
2022-08-01,SARIMAX,DOAP,-25.861583096012765
2022-09-01,SARIMAX,DOAP,-39.89714631961661
2020-10-01,SARIMAX,DOAQ,-1.7181833319352222
2020-11-01,SARIMAX,DOAQ,-2.541000532997856
2020-12-01,SARIMAX,DOAQ,-1.0879920790823974
2021-01-01,SARIMAX,DOAQ,-1.9841874959824963
2021-02-01,SARIMAX,DOAQ,-2.4354619245937954
2021-03-01,SARIMAX,DOAQ,-0.7923413391878
2021-04-01,SARIMAX,DOAQ,-1.6601318673689605
2021-05-01,SARIMAX,DOAQ,-2.275769987236174
2021-06-01,SARIMAX,DOAQ,-3.231823160837905
2021-07-01,SARIMAX,DOAQ,-4.580042350035967
2021-08-01,SARIMAX,DOAQ,-3.375793752117545
2021-09-01,SARIMAX,DOAQ,-3.5275745062179737
2021-10-01,SARIMAX,DOAQ,-7.579542972603292
2021-11-01,SARIMAX,DOAQ,-12.945603703466332
2021-12-01,SARIMAX,DOAQ,-18.834349258375795
2022-01-01,SARIMAX,DOAQ,-19.473087055993744
2022-02-01,SARIMAX,DOAQ,-27.071524223744262
2022-03-01,SARIMAX,DOAQ,-30.827768809454653
2022-04-01,SARIMAX,DOAQ,-31.90155069234322
2022-05-01,SARIMAX,DOAQ,-39.15664626271908
2022-06-01,SARIMAX,DOAQ,-52.88129430893201
2022-07-01,SARIMAX,DOAQ,-68.87838800726425
2022-08-01,SARIMAX,DOAQ,-80.5566567127627
2022-09-01,SARIMAX,DOAQ,-86.05956298949963
2020-10-01,SARIMAX,DOAR,-5.4369883403411166
2020-11-01,SARIMAX,DOAR,-7.877560646857972
2020-12-01,SARIMAX,DOAR,-5.181019787005965
2021-01-01,SARIMAX,DOAR,-6.726199061308279
2021-02-01,SARIMAX,DOAR,-7.391987466775021
2021-03-01,SARIMAX,DOAR,-2.1869046580309828
2021-04-01,SARIMAX,DOAR,-15.641422149252975
2021-05-01,SARIMAX,DOAR,-11.548589865931888
2021-06-01,SARIMAX,DOAR,-11.507482599819468
2021-07-01,SARIMAX,DOAR,-10.461709201148523
2021-08-01,SARIMAX,DOAR,-10.948588765091728
2021-09-01,SARIMAX,DOAR,-12.372250283840316
2021-10-01,SARIMAX,DOAR,-19.343674771293166
2021-11-01,SARIMAX,DOAR,-17.762848554334823
2021-12-01,SARIMAX,DOAR,-16.874094209862335
2022-01-01,SARIMAX,DOAR,-22.88970746884405
2022-02-01,SARIMAX,DOAR,-21.284314565243932
2022-03-01,SARIMAX,DOAR,-20.479486937970023
2022-04-01,SARIMAX,DOAR,-33.005982137879755
2022-05-01,SARIMAX,DOAR,-34.17668619040535
2022-06-01,SARIMAX,DOAR,-33.94870034091042
2022-07-01,SARIMAX,DOAR,-38.97391581317538
2022-08-01,SARIMAX,DOAR,-38.82174860062881
2022-09-01,SARIMAX,DOAR,-45.64803230852726
2020-10-01,SARIMAX,DOAS,-1.2923485780156625
2020-11-01,SARIMAX,DOAS,5.945451419298848
2020-12-01,SARIMAX,DOAS,-4.670227453435984
2021-01-01,SARIMAX,DOAS,3.0677150445922052
2021-02-01,SARIMAX,DOAS,-6.700942573546683
2021-03-01,SARIMAX,DOAS,3.5792284920981103
2021-04-01,SARIMAX,DOAS,7.824010899452162
2021-05-01,SARIMAX,DOAS,6.884614380695723
2021-06-01,SARIMAX,DOAS,5.97617375817984
2021-07-01,SARIMAX,DOAS,16.998860173416176
2021-08-01,SARIMAX,DOAS,-4.119904326653256
2021-09-01,SARIMAX,DOAS,-1.2627777017285098
2021-10-01,SARIMAX,DOAS,0.321842132432522
2021-11-01,SARIMAX,DOAS,-5.123727528426684
2021-12-01,SARIMAX,DOAS,-7.529640991143026
2022-01-01,SARIMAX,DOAS,-5.345082392765391
2022-02-01,SARIMAX,DOAS,-13.373644617127383
2022-03-01,SARIMAX,DOAS,-3.768131946867726
2022-04-01,SARIMAX,DOAS,1.381347697892295
2022-05-01,SARIMAX,DOAS,-1.534557704964385
2022-06-01,SARIMAX,DOAS,-10.803354324692066
2022-07-01,SARIMAX,DOAS,-6.4102169624908925
2022-08-01,SARIMAX,DOAS,-28.59471948153444
2022-09-01,SARIMAX,DOAS,-31.082546998033337
2020-10-01,SARIMAX,DOAT,-2.286913261941777
2020-11-01,SARIMAX,DOAT,0.561748298997145
2020-12-01,SARIMAX,DOAT,-8.255702224750564
2021-01-01,SARIMAX,DOAT,-0.3428444285109151
2021-02-01,SARIMAX,DOAT,-0.26860295784052823
2021-03-01,SARIMAX,DOAT,-7.725178204311163
2021-04-01,SARIMAX,DOAT,-9.746706609154018
2021-05-01,SARIMAX,DOAT,-8.084824941852247
2021-06-01,SARIMAX,DOAT,-2.8659649615709384
2021-07-01,SARIMAX,DOAT,-7.163809358609512
2021-08-01,SARIMAX,DOAT,-16.460957216895565
2021-09-01,SARIMAX,DOAT,-6.215850724432698
2021-10-01,SARIMAX,DOAT,-16.4447834980227
2021-11-01,SARIMAX,DOAT,-16.822728821896163
2021-12-01,SARIMAX,DOAT,-17.92113034997098
2022-01-01,SARIMAX,DOAT,-20.106250010220236
2022-02-01,SARIMAX,DOAT,-27.2066369733719
2022-03-01,SARIMAX,DOAT,-21.127607327176833
2022-04-01,SARIMAX,DOAT,-33.3875655917235
2022-05-01,SARIMAX,DOAT,-34.76442586913447
2022-06-01,SARIMAX,DOAT,-34.24516025868664
